,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(noPM).15,1.6872198051688987,0.11693334772623362,1.4559534367584062,1.6092268937155803,1.6872719910337204,1.7668424613668203,1.9157100411688934,0.0009279682916866607
v_subj(noPM).16,1.66708204867587,0.08985748380789771,1.492143786606491,1.6061413659827901,1.667099543472038,1.728315099832325,1.8432742615641304,0.0010012620492886018
v_subj(noPM).17,1.413198598422868,0.10902815407647538,1.1980646175885894,1.338521370396291,1.4143709619984357,1.4854282944731398,1.6307560117503468,0.0010084203807831434
v_subj(noPM).18,2.2220193767586447,0.11864112799571569,1.9927293855606028,2.1419236968655877,2.2208292530133016,2.3025534069570774,2.4556544077702136,0.0010852009490402604
v_subj(noPM).19,2.9722005099830557,0.1415834534634207,2.6882927298327983,2.877222415838081,2.973162239896564,3.0661280682439513,3.251118093316074,0.0019976988692149253
v_subj(noPM).20,2.1200437146202487,0.10568492099371544,1.9147037418388984,2.049319678984438,2.1185381763135585,2.192021382673119,2.329363974100155,0.0013027953031357574
v_subj(noPM).21,2.996321344289914,0.14888984707997158,2.704853802859984,2.8968121822861126,2.9954107786331177,3.096078129270443,3.294618556771413,0.0018033306113299928
v_subj(noPM).22,1.2732985314625889,0.09408629018202125,1.0933302275272032,1.2093539904164565,1.27314622143684,1.3358235277126722,1.4608987200712082,0.0007586196242065095
v_subj(noPM).23,2.2074029419812713,0.11840713966262305,1.979000311899216,2.127234981162197,2.206310464882978,2.2866565082629875,2.4409344981242533,0.0013248604405546199
v_subj(noPM).24,1.0881238097910586,0.07458318294443729,0.9419124742517596,1.0374466610863515,1.0878226510260465,1.138194367103941,1.2346267208410804,0.0007192393348377804
v_subj(noPM).25,0.6260246132612302,0.08141532384177873,0.46728072787415936,0.5708393800835327,0.6251424382652899,0.6814118678813275,0.7871237439028849,0.0007703689731330971
v_subj(noPM).26,1.5635288007404726,0.10543705778547634,1.3603112557216188,1.4906870015623717,1.563751217027705,1.6346282239577579,1.7683382998140291,0.0010700044839064714
v_subj(noPM).27,2.2127646479950807,0.11599286603197048,1.9872231875429325,2.1339100084157354,2.213629145151236,2.2917211760351943,2.440091131395071,0.0011399149076672312
